claim_id,claim_amount,claim_age_days,policyholder_age,prior_claims,vehicle_age_years,annual_premium,claim_type,vehicle_type,policy_state,incident_hour,is_fraud
CLM-001070,3500.83,2755,26,1,20,1401.03,collision,sedan,QLD,0,0
CLM-001071,3338.8,2099,28,1,17,1405.33,windscreen,suv,QLD,16,0
CLM-001072,722.91,2303,32,1,7,743.19,theft,suv,NSW,17,0
CLM-001073,3167.86,1508,23,0,1,1478.03,collision,suv,NSW,18,0
CLM-001074,4384.8,3303,48,0,17,1708.7,liability,sedan,VIC,12,0
CLM-001075,4807.17,570,61,0,9,1277.96,windscreen,sedan,QLD,6,0
CLM-001076,3255.25,1145,63,1,4,1369.74,collision,suv,VIC,1,0
CLM-001077,676.62,732,78,0,9,1538.57,collision,suv,NSW,7,0
CLM-001078,7768.33,3095,37,1,19,1494.88,collision,suv,SA,13,0
CLM-001079,4057.28,1971,61,0,15,799.35,theft,sedan,NSW,2,0
CLM-001080,1208.95,2495,77,1,15,1051.31,collision,suv,SA,1,0
CLM-001081,1651.07,3355,19,1,11,1219.37,collision,suv,WA,5,0
CLM-001082,3545.44,713,70,0,3,1065.93,liability,sedan,WA,1,0
CLM-001083,4963.36,3520,23,1,20,1834.1,liability,ute,QLD,0,0
CLM-001084,2067.36,461,54,0,16,1559.38,windscreen,sedan,NSW,11,0
CLM-001085,5536.65,2753,73,1,11,983.79,liability,suv,QLD,17,0
CLM-001086,776.99,2564,48,0,15,1279.27,windscreen,hatchback,QLD,11,0
CLM-001087,1363.97,3012,55,1,7,1723.03,windscreen,suv,QLD,2,0
CLM-001088,633.8,578,59,0,16,1136.74,windscreen,suv,NSW,8,0
CLM-001089,1520.73,3503,56,0,21,1631.02,collision,sedan,NSW,0,0
CLM-001090,9237.79,2899,67,1,7,1806.45,collision,sedan,NSW,14,0
CLM-001091,13951.63,403,75,0,0,1751.33,collision,sedan,VIC,5,0
CLM-001092,3554.4,2033,27,0,16,1409.53,theft,ute,VIC,9,0
CLM-001093,1846.74,2983,45,1,18,1762.84,collision,hatchback,WA,21,1
CLM-001094,2524.43,1740,75,0,18,1177.66,collision,sedan,QLD,14,0
CLM-001095,4251.41,1390,43,0,21,2170.34,theft,sedan,QLD,18,0
CLM-001096,923.12,1005,50,1,7,1429.48,collision,suv,NSW,8,0
CLM-001097,1940.35,1883,67,1,20,1728.44,collision,suv,VIC,22,0
CLM-001098,8744.41,3591,80,0,4,1230.54,windscreen,suv,VIC,17,0
CLM-001099,1360.65,2217,34,0,12,1514.81,windscreen,ute,NSW,12,0
CLM-001100,1699.74,2635,82,0,19,1529.34,collision,hatchback,NSW,13,0
CLM-001101,3010.6,2845,65,0,20,1043.48,collision,sedan,VIC,14,0
CLM-001102,3686.22,2839,20,1,13,1033.71,collision,suv,NSW,3,0
CLM-001103,1865.43,1461,75,1,12,1282.51,windscreen,suv,VIC,6,0
CLM-001104,3158.09,2805,43,0,10,1714.76,windscreen,sedan,NSW,16,0
CLM-001105,4702.99,1197,36,1,19,745.63,collision,hatchback,NSW,10,0
CLM-001106,12979.01,2131,53,0,19,1230.26,windscreen,sedan,NSW,18,0
CLM-001107,2711.66,1103,56,0,5,1782.26,collision,ute,QLD,12,0
CLM-001108,2890.04,3429,54,1,2,943.4,collision,ute,VIC,1,0
CLM-001109,9373.01,2665,21,0,17,1763.79,liability,hatchback,VIC,15,0
CLM-001110,1974.61,2130,73,0,17,977.83,collision,suv,NSW,14,0
CLM-001111,1104.04,1648,40,0,2,1047.54,collision,suv,SA,8,0
CLM-001112,3596.39,1898,27,0,10,1301.42,collision,hatchback,VIC,18,0
CLM-001113,6681.72,2846,55,1,11,1968.24,theft,ute,QLD,8,0
CLM-001114,3908.02,999,59,1,0,1138.8,liability,suv,VIC,2,0
CLM-001115,2771.76,3023,24,0,14,778.12,liability,ute,WA,2,0
CLM-001116,1005.97,1028,81,0,21,887.36,collision,sedan,WA,21,0
CLM-001117,2853.28,516,58,0,4,1657.54,collision,suv,VIC,9,0
CLM-001118,7516.58,2689,84,1,17,902.94,windscreen,hatchback,QLD,9,0
CLM-001119,1181.35,2585,62,1,1,1742.03,collision,sedan,NSW,7,0
CLM-001120,2481.06,1221,18,2,4,1373.03,liability,suv,QLD,17,0
CLM-001121,2229.17,2368,31,2,12,1339.35,theft,hatchback,VIC,14,0
CLM-001122,1766.44,2659,83,0,20,1448.11,collision,ute,NSW,21,0
CLM-001123,3590.12,2875,55,0,19,1085.7,windscreen,hatchback,SA,21,0
CLM-001124,4156.71,3477,26,1,20,1395.5,collision,suv,WA,23,0
CLM-001125,4124.17,3118,22,1,21,956.29,collision,hatchback,NSW,7,0
CLM-001126,1432.81,1603,53,1,17,1795.13,collision,sedan,SA,14,0
CLM-001127,867.41,840,57,1,7,1010.99,collision,suv,NSW,8,0
CLM-001128,3629.29,355,34,0,2,1494.83,theft,suv,VIC,16,0
CLM-001129,2039.71,2094,31,1,18,1008.53,theft,ute,WA,17,0
CLM-001130,11834.03,2432,58,0,4,1174.04,liability,hatchback,NSW,6,0
CLM-001131,12251.24,2521,47,2,11,1226.64,liability,ute,VIC,20,0
CLM-001132,13266.77,34,20,1,16,2333.84,collision,suv,QLD,6,0
CLM-001133,1472.79,2559,21,0,0,1345.23,collision,suv,NSW,23,0
CLM-001134,4568.9,2872,33,1,20,1078.9,windscreen,suv,VIC,20,0
CLM-001135,5728.53,2634,55,0,6,1203.3,liability,suv,NSW,0,0
CLM-001136,5264.63,1918,38,0,4,853.46,collision,sedan,QLD,9,0
CLM-001137,2285.18,55,19,1,8,1296.28,collision,suv,NSW,9,0
CLM-001138,7780.48,1787,79,0,10,1960.86,collision,hatchback,NSW,19,0
CLM-001139,2982.02,2353,64,2,9,1460.89,collision,ute,QLD,17,0
CLM-001140,3281.58,2078,57,1,3,1648.12,theft,ute,NSW,1,0
CLM-001141,940.7,2097,34,0,4,1049.72,collision,suv,VIC,20,0
CLM-001142,4834.7,1884,65,0,10,1282.9,windscreen,suv,QLD,5,0
CLM-001143,2452.08,2014,81,0,4,1417.29,windscreen,sedan,QLD,8,0
CLM-001144,4224.2,1181,63,1,14,1110.65,windscreen,suv,NSW,4,0
CLM-001145,3555.8,2208,37,1,19,1482.0,collision,suv,WA,3,0
CLM-001146,3414.21,1027,44,0,0,1553.09,collision,sedan,QLD,12,0
CLM-001147,2880.49,1793,80,0,0,1529.14,windscreen,sedan,VIC,2,0
CLM-001148,5377.34,1515,18,0,14,1300.14,windscreen,ute,QLD,1,0
CLM-001149,2567.87,2606,32,2,0,1710.0,collision,suv,QLD,18,0
CLM-001150,1000.85,3266,25,1,14,1264.99,liability,suv,QLD,8,0
CLM-001151,4567.48,2311,60,0,10,1234.89,collision,sedan,VIC,15,0
CLM-001152,1624.97,494,48,0,10,1825.71,windscreen,suv,QLD,23,0
CLM-001153,1104.12,2436,26,1,13,984.7,collision,suv,SA,1,0
CLM-001154,1384.81,1185,81,0,19,788.02,collision,suv,VIC,19,1
CLM-001155,3686.75,180,54,1,2,1063.62,collision,suv,WA,2,0
CLM-001156,2772.79,701,34,0,2,1477.79,collision,sedan,QLD,18,0
CLM-001157,602.14,3647,81,0,15,1773.59,collision,hatchback,WA,7,0
CLM-001158,2235.58,1559,64,0,1,1132.03,collision,sedan,SA,3,0
CLM-001159,7164.71,736,26,0,9,1948.9,collision,suv,NSW,5,0
CLM-001160,2125.0,487,73,2,10,1358.98,windscreen,sedan,NSW,8,0
CLM-001161,2633.04,2373,21,2,8,1311.88,collision,suv,VIC,17,0
CLM-001162,6517.48,2776,78,2,11,1069.52,theft,sedan,VIC,16,0
CLM-001163,5413.32,1288,44,0,2,1993.95,windscreen,hatchback,VIC,17,0
CLM-001164,6414.48,377,37,0,5,1300.4,collision,suv,QLD,0,0
CLM-001165,372.63,1294,21,0,0,910.44,collision,suv,SA,23,0
CLM-001166,10939.58,2428,80,2,21,2161.03,windscreen,sedan,VIC,10,0
CLM-001167,4804.46,416,55,2,18,1479.91,windscreen,sedan,QLD,2,0
CLM-001168,18884.7,977,58,1,5,1613.61,collision,suv,NSW,22,0
CLM-001169,1657.81,7,74,0,0,1904.91,windscreen,suv,VIC,19,1
CLM-001170,794.26,1723,52,0,5,1552.77,collision,suv,NSW,1,0
CLM-001171,2997.14,622,37,1,21,1671.71,collision,hatchback,VIC,10,0
CLM-001172,2424.72,729,70,0,17,1367.93,windscreen,ute,VIC,21,0
CLM-001173,4867.07,412,53,2,14,1592.13,collision,hatchback,QLD,16,0
CLM-001174,6675.48,2665,33,0,20,1338.73,windscreen,sedan,QLD,4,0
CLM-001175,2792.04,1786,74,2,3,1343.33,collision,ute,VIC,16,0
CLM-001176,2488.58,3461,72,0,11,1389.51,windscreen,suv,NSW,4,0
CLM-001177,4411.81,1441,34,0,17,1219.05,collision,suv,NSW,8,0
CLM-001178,2459.6,809,61,1,0,1516.44,collision,hatchback,SA,4,0
CLM-001179,2310.02,744,79,1,9,1515.61,collision,suv,SA,16,0
CLM-001180,6488.92,3479,71,1,7,1620.24,collision,hatchback,NSW,22,0
CLM-001181,7668.17,2152,31,1,3,1561.07,windscreen,ute,NSW,1,0
CLM-001182,6720.88,1187,75,0,4,2010.01,collision,sedan,VIC,14,0
CLM-001183,2627.6,2387,21,0,21,1697.37,collision,ute,QLD,5,0
CLM-001184,598.94,2036,59,0,11,1281.61,collision,suv,VIC,18,0
CLM-001185,2667.36,418,52,0,1,1499.51,collision,hatchback,NSW,3,0
CLM-001186,1688.36,2560,20,2,15,1816.19,windscreen,hatchback,VIC,8,0
CLM-001187,2704.59,435,66,0,13,1036.51,collision,sedan,NSW,4,0
CLM-001188,1802.05,727,37,0,8,2014.7,liability,sedan,NSW,20,0
CLM-001189,2934.95,2603,75,1,8,1094.37,collision,sedan,NSW,1,0
CLM-001190,1367.23,1623,76,0,11,1647.09,theft,suv,QLD,13,0
CLM-001191,1140.77,810,57,0,20,1352.18,collision,sedan,VIC,2,0
CLM-001192,7457.82,247,60,0,16,1333.19,collision,ute,NSW,14,1
CLM-001193,1440.52,2166,21,1,8,920.04,windscreen,suv,VIC,18,0
CLM-001194,2981.7,2544,77,0,5,1649.48,liability,hatchback,VIC,18,0
CLM-001195,6099.04,741,63,1,2,924.84,windscreen,sedan,QLD,0,0
CLM-001196,5917.85,1520,43,1,4,873.89,collision,suv,SA,18,0
CLM-001197,5410.71,1256,23,2,3,1732.7,collision,sedan,NSW,7,1
CLM-001198,3741.16,3254,51,1,17,1940.57,theft,hatchback,WA,16,0
CLM-001199,5130.73,2886,78,0,12,1129.81,collision,sedan,QLD,23,0
CLM-001200,8348.32,1000,75,1,0,1681.03,windscreen,sedan,QLD,2,0
CLM-001201,4100.1,1874,24,0,20,1612.85,collision,sedan,VIC,8,0
CLM-001202,751.52,3371,69,0,3,1319.8,collision,hatchback,VIC,20,0
CLM-001203,2005.4,1261,23,0,14,1790.82,windscreen,sedan,NSW,3,0
CLM-001204,5025.49,514,43,1,0,1296.0,windscreen,suv,SA,6,0
CLM-001205,1862.51,1088,47,0,12,1520.79,collision,ute,QLD,13,0
CLM-001206,10047.5,2215,19,1,12,936.26,collision,ute,VIC,23,0
CLM-001207,2843.0,3621,27,2,19,950.36,theft,sedan,VIC,7,0
CLM-001208,3177.78,1123,76,0,13,1735.78,collision,sedan,NSW,9,0
CLM-001209,6929.61,213,60,0,10,1531.9,collision,suv,NSW,19,0
CLM-001210,2598.95,663,70,0,11,1302.99,collision,sedan,QLD,2,0
CLM-001211,3402.3,1505,56,2,13,1979.59,windscreen,ute,VIC,7,0
CLM-001212,5850.85,342,48,0,9,1976.11,windscreen,suv,QLD,7,0
CLM-001213,988.11,127,19,0,15,1494.93,collision,suv,QLD,9,0
CLM-001214,2406.74,2393,54,0,11,869.63,collision,sedan,QLD,13,0
CLM-001215,5551.73,3008,69,0,21,1313.17,collision,suv,WA,5,0
CLM-001216,3131.29,851,31,0,4,1075.25,collision,sedan,NSW,9,0
CLM-001217,8959.77,1907,50,1,16,1379.54,collision,ute,QLD,22,0
CLM-001218,914.21,2090,45,1,18,1041.02,collision,sedan,QLD,19,0
CLM-001219,839.24,2436,76,0,15,955.25,theft,hatchback,NSW,22,0
CLM-001220,5309.56,3574,28,1,21,603.34,collision,ute,NSW,16,0
CLM-001221,5706.47,3231,25,0,9,1405.19,collision,sedan,NSW,13,0
CLM-001222,2578.76,1153,32,1,11,591.41,collision,sedan,NSW,5,0
CLM-001223,4025.06,3561,28,0,3,1244.32,liability,suv,VIC,3,0
CLM-001224,5212.97,127,74,2,8,1579.15,theft,sedan,NSW,12,0
CLM-001225,1619.06,3510,35,2,3,1111.71,collision,sedan,QLD,9,0
CLM-001226,1754.37,521,42,0,17,992.01,liability,hatchback,NSW,18,0
CLM-001227,3436.8,416,35,0,17,1327.61,collision,suv,NSW,0,0
CLM-001228,5872.68,435,72,1,4,1076.56,collision,sedan,NSW,21,0
CLM-001229,1243.31,445,62,0,17,1411.27,liability,suv,NSW,4,0
CLM-001230,2569.69,1690,49,0,7,1009.17,collision,sedan,SA,9,0
CLM-001231,2482.01,2336,71,0,16,1315.52,collision,hatchback,NSW,8,0
CLM-001232,4078.44,2717,22,0,20,1235.68,theft,sedan,NSW,22,0
CLM-001233,2961.57,57,63,1,18,1346.2,collision,ute,NSW,17,0
CLM-001234,1979.48,1082,42,0,4,1889.6,theft,ute,VIC,0,0
CLM-001235,7603.96,483,43,0,3,1415.94,collision,sedan,QLD,20,0
CLM-001236,1989.34,532,28,1,2,1516.47,collision,sedan,QLD,16,0
CLM-001237,2394.5,2724,24,1,18,1143.82,collision,suv,VIC,1,0
CLM-001238,903.59,2338,64,1,12,1423.67,collision,hatchback,QLD,18,0
CLM-001239,1745.47,766,74,1,3,1259.31,collision,suv,VIC,0,0
CLM-001240,4389.88,1099,79,1,12,1359.79,collision,suv,WA,10,0
CLM-001241,3791.25,3376,34,0,11,1564.15,windscreen,ute,VIC,3,0
CLM-001242,4673.38,2099,69,1,13,1184.92,collision,hatchback,NSW,0,0
CLM-001243,4506.32,871,25,1,13,1218.65,collision,suv,QLD,13,0
CLM-001244,14268.16,3408,70,1,3,1189.48,collision,suv,WA,16,0
CLM-001245,1701.23,724,55,2,8,1183.11,collision,ute,VIC,11,0
CLM-001246,884.86,1063,75,0,15,1407.17,collision,sedan,SA,8,0
CLM-001247,1355.72,2528,22,0,20,1229.89,theft,hatchback,WA,12,0
CLM-001248,1758.58,1870,70,0,5,1844.33,collision,sedan,NSW,3,0
CLM-001249,1435.48,252,49,1,12,2234.12,liability,sedan,QLD,1,0
CLM-001250,3197.89,2944,56,1,20,1162.58,liability,hatchback,QLD,3,0
CLM-001251,7627.32,832,54,0,13,1447.02,collision,suv,VIC,1,0
CLM-001252,9459.21,2524,65,1,5,1692.54,collision,sedan,VIC,18,0
CLM-001253,4351.31,1220,58,1,12,1262.3,collision,sedan,WA,14,0
CLM-001254,14852.96,2742,45,0,0,1021.85,theft,suv,QLD,4,0
CLM-001255,2281.8,3278,47,0,10,1923.6,collision,hatchback,VIC,13,0
CLM-001256,876.21,2819,22,1,12,1576.43,windscreen,sedan,NSW,11,0
CLM-001257,6567.47,3362,66,1,1,1455.17,windscreen,sedan,VIC,2,0
CLM-001258,750.74,1970,65,0,4,1828.67,windscreen,suv,WA,23,0
CLM-001259,1692.14,237,55,0,21,1604.18,collision,hatchback,QLD,22,0
CLM-001260,4403.19,1956,66,0,13,1334.18,liability,sedan,NSW,18,0
CLM-001261,2760.63,1683,36,1,10,1027.71,collision,hatchback,WA,19,0
CLM-001262,2583.2,2623,32,0,5,1187.2,collision,hatchback,WA,13,0
CLM-001263,1229.55,907,79,0,2,1747.59,collision,sedan,VIC,19,0
CLM-001264,2956.9,2546,81,0,9,1575.09,liability,hatchback,NSW,12,0
CLM-001265,6328.05,1612,75,1,12,1288.4,collision,ute,VIC,3,1
CLM-001266,3025.94,2445,21,0,3,1932.97,windscreen,suv,NSW,4,0
CLM-001267,1599.31,1532,54,0,17,1298.12,collision,suv,NSW,20,1
CLM-001268,1169.52,1394,67,1,9,1675.88,liability,hatchback,QLD,10,0
CLM-001269,1624.25,782,20,0,1,1422.61,collision,ute,WA,17,1
CLM-001270,4000.8,3024,82,0,3,1987.87,collision,ute,VIC,3,0
CLM-001271,3857.22,250,70,1,18,1598.51,liability,hatchback,WA,10,0
CLM-001272,1635.36,862,38,0,7,1365.23,collision,suv,WA,2,0
CLM-001273,567.89,1557,51,0,8,1291.0,collision,hatchback,NSW,5,0
CLM-001274,4084.72,568,79,0,4,1344.93,theft,hatchback,NSW,2,0
CLM-001275,1520.39,3346,75,0,17,1110.62,collision,sedan,QLD,4,0
CLM-001276,4998.02,1259,73,0,17,898.99,collision,sedan,QLD,14,0
CLM-001277,1690.73,884,83,0,5,1451.88,collision,suv,VIC,0,0
CLM-001278,1420.94,926,67,0,16,1173.94,collision,hatchback,QLD,4,0
CLM-001279,3343.85,699,80,0,9,1173.06,windscreen,sedan,QLD,16,0
CLM-001280,17470.59,2420,81,0,3,1320.68,theft,ute,QLD,3,0
CLM-001281,5227.94,1756,19,0,17,1367.23,collision,sedan,QLD,13,0
CLM-001282,3301.61,843,61,1,1,1352.43,collision,suv,NSW,20,0
CLM-001283,3901.59,3187,40,1,19,1923.64,collision,suv,NSW,18,0
CLM-001284,801.64,2396,51,0,0,1568.59,theft,sedan,NSW,2,0
CLM-001285,1284.65,1470,29,0,7,2045.58,liability,hatchback,SA,3,0
CLM-001286,453.41,1873,63,1,4,1205.13,liability,sedan,WA,16,0
CLM-001287,10909.68,2395,73,0,5,1608.63,collision,hatchback,QLD,8,0
CLM-001288,9372.54,556,45,1,10,1223.47,collision,sedan,NSW,10,0
CLM-001289,4002.26,2950,64,0,16,1164.83,collision,hatchback,VIC,11,0
CLM-001290,3298.87,943,39,0,8,2058.03,collision,suv,NSW,13,0
CLM-001291,931.04,107,68,1,11,1096.51,collision,sedan,VIC,10,0
CLM-001292,2528.86,1904,23,0,21,613.53,theft,sedan,NSW,0,0
CLM-001293,11433.4,3198,76,1,10,1116.38,collision,sedan,WA,2,1
CLM-001294,3289.73,2675,43,0,17,687.25,collision,suv,NSW,0,0
CLM-001295,1951.82,1125,51,3,8,1036.06,collision,hatchback,QLD,6,0
CLM-001296,797.47,1453,71,0,1,1066.64,collision,suv,SA,19,0
CLM-001297,8393.64,2175,20,0,5,1361.64,collision,suv,QLD,23,0
CLM-001298,2828.32,849,81,0,3,673.63,collision,suv,NSW,11,0
CLM-001299,798.27,2993,59,0,19,1744.66,windscreen,suv,WA,0,0
CLM-001300,1490.4,1077,83,0,0,731.0,collision,ute,QLD,1,0
CLM-001301,1143.5,790,54,0,18,1307.84,collision,suv,VIC,19,0
CLM-001302,2700.5,347,31,0,3,1243.03,collision,ute,QLD,8,0
CLM-001303,3482.49,2530,57,1,3,1622.37,windscreen,hatchback,WA,21,0
CLM-001304,2043.84,91,56,0,11,1466.01,collision,suv,VIC,12,0
CLM-001305,5338.95,2939,79,1,1,1741.67,windscreen,sedan,VIC,21,0
CLM-001306,3162.45,3551,56,0,1,1230.72,liability,sedan,VIC,3,0
CLM-001307,6612.61,405,45,1,17,1196.63,theft,suv,NSW,20,0
CLM-001308,2280.4,351,29,1,1,1486.22,theft,suv,QLD,13,0
CLM-001309,29260.51,3410,39,0,13,1689.64,collision,hatchback,NSW,10,0
CLM-001310,1952.05,455,56,1,2,1622.27,liability,suv,VIC,12,0
CLM-001311,1513.99,1487,42,1,1,1456.2,collision,suv,VIC,7,0
CLM-001312,1380.6,3179,42,2,14,1426.78,liability,ute,NSW,14,0
CLM-001313,2544.77,507,18,2,8,1338.02,collision,sedan,VIC,18,0
CLM-001314,820.86,2421,81,1,0,1485.28,collision,hatchback,QLD,19,0
CLM-001315,3717.93,1396,74,1,14,2021.53,collision,sedan,NSW,23,0
CLM-001316,714.1,1591,35,0,21,1269.95,theft,suv,NSW,9,0
CLM-001317,3365.24,3398,27,1,12,1229.72,collision,hatchback,WA,18,0
CLM-001318,1081.99,2368,73,1,8,1204.45,collision,ute,SA,21,0
CLM-001319,2239.55,1165,74,0,18,1478.49,windscreen,hatchback,VIC,0,0
CLM-001320,4691.02,3412,78,0,7,649.82,windscreen,suv,NSW,11,0
CLM-001321,16781.43,2119,54,1,13,1305.43,collision,hatchback,NSW,16,0
CLM-001322,1328.09,362,67,1,10,1640.61,collision,suv,NSW,10,0
CLM-001323,2663.14,1433,66,1,15,1176.34,collision,suv,VIC,2,0
CLM-001324,1732.26,889,32,0,11,1411.61,windscreen,sedan,SA,15,0
CLM-001325,1552.46,2344,53,1,10,2046.08,collision,sedan,QLD,9,0
CLM-001326,1743.71,3140,35,0,9,1459.43,windscreen,suv,VIC,14,0
CLM-001327,5530.59,142,68,1,6,611.06,collision,sedan,SA,0,0
CLM-001328,2067.22,2849,83,0,10,884.74,collision,ute,VIC,0,0
CLM-001329,16106.6,3344,23,1,1,1267.17,collision,hatchback,NSW,14,0
CLM-001330,4072.39,3629,23,0,7,1084.74,collision,hatchback,VIC,23,0
CLM-001331,1397.57,2413,35,0,1,1384.12,windscreen,sedan,NSW,15,0
CLM-001332,2264.19,1145,25,2,7,1252.79,collision,hatchback,WA,22,0
CLM-001333,1633.72,530,18,1,7,1734.8,collision,sedan,VIC,20,0
CLM-001334,5431.94,3448,83,1,0,989.86,liability,suv,QLD,6,0
CLM-001335,872.11,1505,57,2,6,1281.53,liability,hatchback,VIC,2,0
CLM-001336,1090.39,1254,70,1,14,1421.7,windscreen,sedan,WA,13,0
CLM-001337,1912.83,2678,55,0,21,1462.57,collision,sedan,QLD,14,0
CLM-001338,4975.15,2610,68,2,13,1398.45,theft,sedan,VIC,18,0
CLM-001339,7516.04,2954,63,0,15,554.28,windscreen,suv,NSW,12,0
CLM-001340,8395.13,3222,28,1,14,1377.49,collision,hatchback,WA,22,0
CLM-001341,4435.3,3201,28,0,20,1300.25,collision,sedan,VIC,20,0
CLM-001342,2801.28,623,50,1,20,1635.16,windscreen,sedan,NSW,14,0
CLM-001343,5409.81,619,42,0,2,1588.58,collision,suv,WA,13,0
CLM-001344,1263.48,750,74,0,10,1429.48,collision,sedan,NSW,0,0
CLM-001345,747.33,2289,38,1,19,1453.34,liability,ute,NSW,18,0
CLM-001346,4135.97,2120,40,2,19,1796.29,theft,hatchback,VIC,16,0
CLM-001347,1402.12,3128,53,3,11,1729.6,collision,ute,VIC,21,0
CLM-001348,2838.47,3079,30,0,9,1440.86,collision,hatchback,VIC,2,0
CLM-001349,3260.78,2968,75,3,1,2057.99,collision,suv,NSW,3,0
CLM-001350,3590.65,288,18,0,10,1142.7,collision,hatchback,NSW,16,0
CLM-001351,6023.02,2538,74,0,11,958.8,windscreen,sedan,NSW,11,0
CLM-001352,5563.91,3105,59,2,13,1346.42,windscreen,sedan,NSW,14,0
CLM-001353,3450.42,3585,77,0,11,1226.64,collision,suv,SA,10,1
CLM-001354,2139.84,1252,37,1,4,536.44,collision,sedan,VIC,15,0
CLM-001355,3231.89,2834,78,0,21,1134.71,windscreen,hatchback,VIC,15,0
CLM-001356,1906.15,1482,75,0,4,1463.38,collision,ute,VIC,4,0
CLM-001357,2572.62,586,48,0,8,1330.85,collision,hatchback,QLD,18,0
CLM-001358,21239.76,1240,36,1,11,1093.77,collision,sedan,NSW,11,0
CLM-001359,3417.42,916,31,0,6,1363.97,theft,suv,NSW,13,0
CLM-001360,4178.4,3326,28,0,1,1390.61,collision,ute,QLD,14,0
CLM-001361,1756.17,641,57,0,13,1585.97,theft,sedan,VIC,17,0
CLM-001362,6406.41,477,82,1,5,1138.3,collision,suv,QLD,7,0
CLM-001363,5272.21,2116,55,0,19,1638.37,theft,suv,WA,0,0
CLM-001364,5300.28,2096,82,0,17,990.09,collision,hatchback,WA,4,0
CLM-001365,3502.28,2048,68,1,9,1183.89,collision,ute,NSW,23,0
CLM-001366,6474.6,540,63,0,10,1910.67,collision,sedan,NSW,5,0
CLM-001367,7736.96,1819,66,0,20,1012.12,collision,suv,NSW,5,0
CLM-001368,3686.1,3389,80,0,0,1132.61,collision,suv,QLD,20,0
CLM-001369,2735.42,327,75,0,8,936.47,collision,sedan,WA,5,0
CLM-001370,5830.91,2912,28,0,1,1077.0,collision,suv,SA,11,0
CLM-001371,1513.09,459,57,1,3,1395.66,collision,sedan,NSW,8,0
CLM-001372,1739.81,853,48,0,20,1583.16,liability,sedan,WA,15,0
CLM-001373,2864.14,3278,76,1,2,1343.85,collision,suv,VIC,14,0
CLM-001374,807.53,1086,31,0,21,1242.85,windscreen,sedan,WA,12,1
CLM-001375,5545.25,1906,72,0,17,939.88,liability,suv,VIC,12,0
CLM-001376,1447.82,1392,50,0,14,1110.05,collision,sedan,NSW,20,0
CLM-001377,2093.06,2242,80,0,16,839.81,theft,ute,NSW,13,0
CLM-001378,2540.31,1479,71,1,4,1593.06,windscreen,sedan,SA,12,0
CLM-001379,3070.1,1619,41,2,2,1616.0,theft,hatchback,VIC,21,0
CLM-001380,2303.67,2983,74,1,8,1336.65,collision,sedan,VIC,2,0
CLM-001381,2834.08,2022,30,0,16,1495.68,collision,suv,VIC,20,0
CLM-001382,2850.58,2060,18,1,6,1639.16,collision,suv,VIC,4,0
CLM-001383,2131.81,2940,51,1,3,1383.4,collision,sedan,SA,7,0
CLM-001384,1669.21,1562,44,0,17,1809.89,liability,suv,NSW,0,0
CLM-001385,6708.33,3006,26,0,13,1012.15,liability,hatchback,NSW,13,0
CLM-001386,615.05,2625,84,1,11,1234.94,collision,hatchback,QLD,19,0
CLM-001387,2554.76,3225,20,0,9,1195.65,windscreen,sedan,VIC,9,0
CLM-001388,2097.13,1671,57,0,17,1563.59,collision,sedan,NSW,15,0
CLM-001389,4080.98,2039,35,0,16,876.73,liability,ute,NSW,9,0
CLM-001390,1001.53,468,37,1,7,1827.83,collision,suv,NSW,18,0
CLM-001391,2049.11,406,32,0,2,1535.39,liability,sedan,NSW,23,0
CLM-001392,2760.67,392,44,1,19,1927.6,windscreen,ute,NSW,17,0
CLM-001393,6651.22,2310,62,2,3,1336.61,collision,suv,NSW,8,0
CLM-001394,3824.33,1189,39,0,9,1168.39,collision,suv,QLD,19,0
CLM-001395,1227.07,1054,66,1,19,1566.85,windscreen,suv,WA,0,0
CLM-001396,2068.11,2200,47,1,9,1690.09,collision,suv,WA,23,0
CLM-001397,5793.77,1454,70,2,18,1114.24,collision,sedan,VIC,20,0
CLM-001398,1211.26,492,47,0,10,690.79,liability,ute,NSW,15,0
CLM-001399,2810.22,2034,42,3,16,747.33,collision,sedan,SA,14,0
CLM-001400,2960.64,2007,51,0,13,1436.26,collision,ute,QLD,6,0
CLM-001401,2232.02,509,64,0,6,1858.26,collision,ute,VIC,10,0
CLM-001402,22512.23,984,49,0,19,920.72,collision,ute,NSW,2,1
CLM-001403,2187.36,866,78,1,10,1260.12,liability,sedan,NSW,8,0
CLM-001404,4176.9,2538,52,0,10,1235.01,collision,sedan,VIC,14,0
CLM-001405,1677.86,909,37,1,14,1983.78,collision,suv,VIC,8,0
CLM-001406,4428.48,103,19,1,20,2095.37,collision,suv,NSW,18,0
CLM-001407,5727.82,973,44,0,19,1490.07,liability,hatchback,SA,20,0
CLM-001408,1917.98,1711,21,0,8,1646.34,collision,suv,VIC,13,0
CLM-001409,2861.13,2808,20,1,5,1637.17,windscreen,hatchback,VIC,8,0
CLM-001410,1523.16,190,42,0,7,927.49,windscreen,sedan,NSW,7,0
CLM-001411,1263.57,3216,37,0,5,1580.51,windscreen,suv,QLD,13,0
CLM-001412,6487.27,1206,77,1,6,1013.53,liability,sedan,QLD,17,0
CLM-001413,1967.46,1250,66,1,9,1293.39,windscreen,ute,NSW,3,0
